
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 python_parser.py:1284(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:62(PythonParser)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
        2    0.000    0.000    0.000    0.000 range.py:166(_simple_new)
        1    0.000    0.000    0.000    0.000 range.py:57(RangeIndex)
       16    0.000    0.000    0.000    0.000 range.py:892(__len__)
      185    0.000    0.000    0.000    0.000 re.py:188(match)
      309    0.000    0.000    0.008    0.000 re.py:203(sub)
        2    0.000    0.000    0.000    0.000 re.py:233(findall)
       23    0.000    0.000    0.002    0.000 re.py:250(compile)
       88    0.000    0.000    0.000    0.000 re.py:270(escape)
      519    0.000    0.000    0.003    0.000 re.py:289(_compile)
        2    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       12    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.005    0.005 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:1355(TextFileReader)
        1    0.000    0.000    0.000    0.000 readers.py:466(_DeprecationConfig)
     1318    0.012    0.000    0.022    0.000 recognition.py:13(custom_mean)
      244    0.002    0.000    0.123    0.001 recognition.py:16(contrast_grey)
     1074    0.048    0.000   18.740    0.017 recognition.py:186(get_text)
     1074    0.000    0.000    0.000    0.000 recognition.py:197(<listcomp>)
     1074    0.000    0.000    0.000    0.000 recognition.py:198(<listcomp>)
      244    0.000    0.000    0.123    0.001 recognition.py:21(adjust_contrast_grey)
     1074    0.002    0.000    0.002    0.000 recognition.py:210(<listcomp>)
      244    0.000    0.000    0.000    0.000 recognition.py:212(<listcomp>)
     1318    0.006    0.000    0.018    0.000 recognition.py:32(__init__)
     1318    0.096    0.000    0.395    0.000 recognition.py:38(__call__)
     1318    0.001    0.000    0.002    0.000 recognition.py:51(__init__)
     1318    0.000    0.000    0.000    0.000 recognition.py:55(__len__)
     1318    0.004    0.000    0.058    0.000 recognition.py:58(__getitem__)
     1318    0.001    0.000    0.001    0.000 recognition.py:64(__init__)
     1318    0.022    0.000    0.634    0.000 recognition.py:70(__call__)
     1318    0.000    0.000    0.000    0.000 recognition.py:71(<lambda>)
     1318    0.001    0.000    0.006    0.000 recognition.py:96(<listcomp>)
     1318    0.236    0.000   18.609    0.014 recognition.py:99(recognizer_predict)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
      550    0.001    0.000    0.014    0.000 results.py:110(__len__)
      550    0.001    0.000    0.001    0.000 results.py:24(__init__)
      550    0.212    0.000    0.515    0.001 results.py:263(verbose)
      550    0.003    0.000    0.004    0.000 results.py:389(__init__)
     1541    0.026    0.000    0.026    0.000 results.py:409(cls)
     1100    0.001    0.000    0.014    0.000 results.py:57(__len__)
      550    0.005    0.000    0.009    0.000 results.py:92(__init__)
     2636    0.017    0.000    0.017    0.000 rnn.py:11(get_cudnn_mode)
     2636    0.006    0.000    0.018    0.000 rnn.py:141(__setattr__)
     2636    0.229    0.000    1.170    0.000 rnn.py:148(flatten_parameters)
     2636    0.009    0.000    0.014    0.000 rnn.py:176(<setcomp>)
     2636    0.004    0.000    0.008    0.000 rnn.py:211(check_input)
     2636    0.003    0.000    0.004    0.000 rnn.py:222(get_expected_hidden_size)
     5272    0.003    0.000    0.006    0.000 rnn.py:236(check_hidden_size)
     2636    0.020    0.000    0.065    0.000 rnn.py:241(_weights_have_changed)
     2636    0.002    0.000    0.003    0.000 rnn.py:713(get_expected_cell_size)
     2636    0.011    0.000    0.032    0.000 rnn.py:725(check_forward_args)
     2636    0.002    0.000    0.002    0.000 rnn.py:737(permute_hidden)
     2636    0.058    0.000   11.060    0.004 rnn.py:759(forward)
        1    0.000    0.000    0.003    0.003 rolling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:110(BaseWindow)
        1    0.000    0.000    0.000    0.000 rolling.py:1348(RollingAndExpandingMixin)
        1    0.000    0.000    0.002    0.002 rolling.py:1737(Rolling)
        1    0.000    0.000    0.000    0.000 rolling.py:2686(RollingGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:669(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:870(Window)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
     1318    0.003    0.000    0.003    0.000 sampler.py:226(__init__)
     2636    0.006    0.000    0.011    0.000 sampler.py:241(__iter__)
     1318    0.001    0.000    0.001    0.000 sampler.py:72(__init__)
     1318    0.002    0.000    0.005    0.000 sampler.py:75(__iter__)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:33(ReaderBase)
     2421    0.002    0.000    0.003    0.000 scatter_gather.py:12(_is_namedtuple)
     2421    0.004    0.000    0.352    0.000 scatter_gather.py:19(scatter)
6160/2421    0.026    0.000    0.348    0.000 scatter_gather.py:25(scatter_map)
     2421    0.015    0.000    0.372    0.000 scatter_gather.py:50(scatter_kwargs)
     4842    0.001    0.000    0.001    0.000 scatter_gather.py:57(<genexpr>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:123(Scope)
        1    0.000    0.000    0.000    0.000 scope.py:28(DeepChainMap)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:159(SelectNFrame)
        1    0.000    0.000    0.000    0.000 selectn.py:40(SelectN)
        1    0.000    0.000    0.000    0.000 selectn.py:72(SelectNSeries)
     1440    0.000    0.000    0.001    0.000 serialization.py:1062(_maybe_decode_ascii)
        2    0.000    0.000    0.000    0.000 serialization.py:1074(_get_restore_location)
      720    0.000    0.000    0.001    0.000 serialization.py:1082(restore_location)
        6    0.000    0.000    0.000    0.000 serialization.py:1097(__init__)
        2    0.000    0.000    0.137    0.069 serialization.py:1104(_load)
      720    0.026    0.000    0.034    0.000 serialization.py:1109(load_tensor)
      720    0.002    0.000    0.037    0.000 serialization.py:1125(persistent_load)
        2    0.000    0.000    0.000    0.000 serialization.py:1154(UnpicklerWrapper)
       52    0.000    0.000    0.004    0.000 serialization.py:1158(find_class)
        2    0.000    0.000    0.000    0.000 serialization.py:1179(_is_torchscript_zip)
      720    0.000    0.000    0.000    0.000 serialization.py:157(_cpu_deserialize)
      720    0.000    0.000    0.001    0.000 serialization.py:215(default_restore_location)
        2    0.000    0.000    0.000    0.000 serialization.py:235(_is_path)
        4    0.000    0.000    0.000    0.000 serialization.py:240(__init__)
        4    0.000    0.000    0.000    0.000 serialization.py:243(__enter__)
        2    0.000    0.000    0.000    0.000 serialization.py:246(__exit__)
        2    0.000    0.000    0.000    0.000 serialization.py:251(__init__)
        2    0.000    0.000    0.000    0.000 serialization.py:254(__exit__)
        2    0.000    0.000    0.000    0.000 serialization.py:269(_open_file_like)
        2    0.001    0.000    0.001    0.000 serialization.py:282(__init__)
        2    0.000    0.000    0.000    0.000 serialization.py:361(_check_dill_version)
        2    0.000    0.000    0.000    0.000 serialization.py:66(_is_zipfile)
        2    0.001    0.000    0.139    0.070 serialization.py:671(load)
        1    0.000    0.000    0.013    0.013 series.py:1(<module>)
        2    0.000    0.000    0.000    0.000 series.py:1314(_set_as_cached)
        2    0.000    0.000    0.000    0.000 series.py:215(_coerce_method)
        1    0.000    0.000    0.002    0.002 series.py:244(Series)
        2    0.000    0.000    0.000    0.000 series.py:368(__init__)
        6    0.000    0.000    0.000    0.000 series.py:718(_values)
        4    0.000    0.000    0.000    0.000 series.py:783(__len__)
      550    0.001    0.000    0.001    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      550    0.001    0.000    0.002    0.000 shape_base.py:373(_stack_dispatcher)
      550    0.006    0.000    0.099    0.000 shape_base.py:383(stack)
      550    0.001    0.000    0.001    0.000 shape_base.py:458(<listcomp>)
      550    0.001    0.000    0.001    0.000 shape_base.py:462(<setcomp>)
      550    0.001    0.000    0.001    0.000 shape_base.py:470(<listcomp>)
     1866    0.001    0.000    0.001    0.000 shape_base.py:508(_expand_dims_dispatcher)
     1866    0.017    0.000    0.036    0.000 shape_base.py:512(expand_dims)
     1866    0.003    0.000    0.003    0.000 shape_base.py:600(<listcomp>)
     6435    0.001    0.000    0.001    0.000 shape_base.py:77(_atleast_2d_dispatcher)
     6435    0.009    0.000    0.012    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
      283    0.000    0.000    0.000    0.000 six.py:190(find_spec)
      283    0.000    0.000    0.000    0.000 six.py:194(find_spec)
      373    0.013    0.000    0.034    0.000 sort.py:100(__init__)
     6435    0.020    0.000    0.732    0.000 sort.py:124(update)
     7285    0.063    0.000    0.363    0.000 sort.py:134(predict)
     7658    0.006    0.000    0.142    0.000 sort.py:148(get_state)
      275    0.097    0.000    0.461    0.002 sort.py:155(associate_detections_to_trackers)
        1    0.000    0.000    0.000    0.000 sort.py:201(__init__)
      275    0.086    0.000    1.978    0.007 sort.py:211(update)
      274    0.007    0.000    0.323    0.001 sort.py:36(linear_assignment)
      274    0.019    0.000    0.026    0.000 sort.py:47(iou_batch)
     6808    0.022    0.000    0.039    0.000 sort.py:67(convert_bbox_to_z)
    14943    0.226    0.000    0.277    0.000 sort.py:82(convert_x_to_bbox)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1346(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1421(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1440(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1505(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:2026(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:2170(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:844(SQLTable)
       22    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
       22    0.000    0.000    0.000    0.000 sre_compile.py:292(_optimize_charset)
        4    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        4    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       22    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
       29    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
    17/12    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       12    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 sre_compile.py:560(_compile_info)
       26    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       13    0.000    0.000    0.001    0.000 sre_compile.py:622(_code)
       13    0.000    0.000    0.003    0.000 sre_compile.py:783(compile)
       25    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
    60/13    0.000    0.000    0.001    0.000 sre_compile.py:87(_compile)
       64    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      128    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
      403    0.000    0.000    0.000    0.000 sre_parse.py:165(__getitem__)
       22    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      144    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
    75/28    0.000    0.000    0.000    0.000 sre_parse.py:175(getwidth)
       15    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
      325    0.000    0.000    0.000    0.000 sre_parse.py:234(__next)
      144    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
      235    0.000    0.000    0.000    0.000 sre_parse.py:255(get)
        5    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
       77    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
       13    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       17    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
       12    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
    28/13    0.000    0.000    0.001    0.000 sre_parse.py:436(_parse_sub)
    36/14    0.001    0.000    0.001    0.000 sre_parse.py:494(_parse)
       13    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       56    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       15    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       13    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       13    0.000    0.000    0.002    0.000 sre_parse.py:944(parse)
       15    0.000    0.000    0.000    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2231(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2977(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3158(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3541(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:667(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:791(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:956(StataParser)
        6    0.000    0.000    0.000    0.000 storage.py:1020(_get_dtype_from_pickle_storage_type)
     1440    0.001    0.000    0.002    0.000 storage.py:355(__new__)
     1440    0.001    0.000    0.002    0.000 storage.py:427(__init__)
      720    0.000    0.000    0.001    0.000 storage.py:778(_data_ptr)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:218(BaseStringArray)
